Reference_Number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,Case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,Case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
7780-TIC-HAR01,https://www.raymond-weil.com/en/product/freelancer-7780-tic-har01/,Gents,Raymond Weil,,Freelancer,"Freelancer Men's Automatic Chronograph Bi-Compax Red Dial Watch, 43.5 mm","Freelancer Men's Automatic Chronograph Bi-Compax Red Dial Watch, 43.5 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2024/02/RW_freelancer_7780-tic-har01_rvb_700x860px_72dpi.png,Switzerland,Round,Titanium with a black ceramic bezel,,"Screwed-down, with sapphire crystal",43.5 mm, , ,13.7 mm,,,Sapphire with antiglare treatment on both sides,"100 m, 330 ft, 10 atm",,"Red with gradient-effect from the center, counters in black colour, nickel plated applique indexes enhanced with white Super-Luminova®","Red with gradient-effect from the center, counters in black colour, nickel plated applique indexes enhanced with white Super-Luminova®","Genuine calf leather strap, with an additional titanium bracelet","Genuine calf leather strap, with an additional titanium bracelet",Titanium and stainless steel folding clasp with double push-security system,Mechanical chronograph bi-compax with automatic winding – RW5030,Mechanical chronograph bi-compax with automatic winding – RW5030,56 hours,,,,"The freelancer China Limited Edition Chronograph Bi-compax has a symmetrical bi-compax layout that features a 30-minute chronograph counter and a small seconds display. The barrel-shaped hour and minute hands are generously proportioned and, in conjunction with the applied indexes, prove highly legible.
The hour track is snailed, while the hands and indexes feature luminescent treatment, improving readability in restricted light.
This dial wonderfully plays with gradient red colour, depths and textures, creating a subtle, sophisticated appearance. The chronograph seconds hand, counters and the pulsometer scale are all presented in shades of red, black and grey. A date display is positioned at 6 o’clock with a black date disc, matching the colour of the counters.
The tachymeter scale, presented on the bezel, provides the means to determine the speed of a vehicle over a known distance and the pulsometer scale allows the wearer to determine the heart rate of an individual.
The movement, the Calibre RW5030, is visible via the exhibition case back and has been fitted with a W-shaped oscillating weight, a reference to the founder’s surname. The Calibre RW5030 possesses a power reserve of 56 hours. This timepiece comes on a genuine calf leather strap and double push-security clasp. It also has an additional titanium bracelet.
This timepiece is limited to 88 pieces.",China Limited Edition
7780-TI-20425,https://www.raymond-weil.com/en/product/freelancer-7780-ti-20425/,Gents,Raymond Weil,,Freelancer,"Freelancer Pop Men's Automatic Chronograph Bi-Compax Titanium Bracelet Watch, 43.5 mm","Freelancer Pop Men's Automatic Chronograph Bi-Compax Titanium Bracelet Watch, 43.5 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/05/RW_freelancer_7780-ti-20425_rvb_700x860px_72dpi.png,Switzerland,Round,Titanium with a black ceramic bezel,,"Screwed-down, with sapphire crystal",43.5 mm, , ,13.7 mm,,,Sapphire with antiglare treatment on both sides,"100 m, 330 ft, 10 atm",,"Black with gradient-effect from the center, two turquoise counters, grey applique indexes enhanced with white Super-Luminova®","Black with gradient-effect from the center, two turquoise counters, grey applique indexes enhanced with white Super-Luminova®",Titanium,Titanium,Titanium and stainless steel folding clasp with double push-security system,Mechanical chronograph bi-compax with automatic winding – RW5030,Mechanical chronograph bi-compax with automatic winding – RW5030,56 hours,,,,"The freelancer Pop Chronograph Bi-compax is a tribute to live music. Limited to only 400 pieces, it celebrates the joy of sharing a musical moment together. With hints of vibrant colour on the dial, the design offers an added creative energy within our collection of freelancer chronographs. The full titanium case and bracelet provide lightweight comfort both on stage and in the audience.
The symmetrical bi-compax layout features a 30-minute chronograph counter and a small seconds display. The barrel-shaped hour and minute hands are generously proportioned and, in conjunction with the applied indexes, prove highly legible. The hour track is snailed, while the hands and indexes feature luminescent treatment, improving readability in restricted light.
This dial wonderfully plays with colour, depths and textures, creating a subtle, sophisticated appearance. The chronograph seconds hand, counters and the pulsometer scale are all presented in shades of turquoise. A date display is positioned at 6 o’clock with a black date disc, matching the colour of the dial. The tachymeter scale, presented on the bezel, provides the means to determine the speed of a vehicle over a known distance and the pulsometer scale allows the wearer to determine the heart rate of an individual.
The movement, the Calibre RW5030, is visible via the exhibition case back and has been fitted with a W-shaped skeleton oscillating weight, a reference to the founder’s surname. The Calibre RW5030 possesses a power reserve of 56 hours. This timepiece comes on a titanium bracelet and double push-security clasp.","Titanium with a black ceramic tachymeter bezel, Gradient Black Dial with two turquoise counters, Titanium Bracelet"
2785-BKR-20000,https://www.raymond-weil.com/en/product/freelancer-2785-bkr-20000/,Gents,Raymond Weil,,freelancer,"Freelancer Calibre RW1212 Skeleton Men's Automatic Black Watch, 42mm","Freelancer Calibre RW1212 Skeleton Men's Automatic Black Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2020/11/Sans-titre-7.png,Switzerland,Round,Stainless steel with black PVD coating,,"Screwed-down, with sapphire crystal",42mm, , ,10.6mm,,,Sapphire crystal with dual-sided antiglare treatment,"100 m, 330 ft, 10 atm",,"Black galvanic with complete opening on the skeleton movement, black circular tachymeter scale","Black galvanic with complete opening on the skeleton movement, black circular tachymeter scale",Black open work genuine rubber strap with grey stitching,Black open work genuine rubber strap with grey stitching,RW folding clasp stainless steel with black PVD plating and double push-security system,"Mechanical self-winding skeleton in-house movement, with visible balance wheel – RW1212","Mechanical self-winding skeleton in-house movement, with visible balance wheel – RW1212",38 hours,,,,"Framed by a 42mm steel case, the freelancer Calibre RW1212 Skeleton is a two-handed model equipped with an in-house self-winding mechanical movement that beats to a frequency of 28,800 vibrations per hour and features a 38-hour power reserve.
RAYMOND WEIL asserts its ambition for innovation with the dial completely opened, offering a view of the balance wheel at 6 o’clock and exposing the manufacturing beauty, and highlighting the richness of watchmaking expertise. The black rubber strap offers modernity and urban style to this exclusive timepiece. The new stylish skeleton Calibre RW1212 is proof of the ever-evolving achievements to these in-house movements.
Launched in 2007, the freelancer collection was created in honor of the free-spirited man who wishes to remain in control of his own destiny, and features an eclectic mix of urbane mechanical watches.",
2785-SBC-60000,https://www.raymond-weil.com/en/product/freelancer-2785-sbc-60000/,Gents,Raymond Weil,,freelancer,"Freelancer Calibre RW1212 Skeleton Men's Automatic Bronze Watch, 42mm","Freelancer Calibre RW1212 Skeleton Men's Automatic Bronze Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2021/04/Sans-titre-2021-04-15T120230.129.png,Switzerland,Round,Stainless steel with bronze bezel,,"Screwed-down, with sapphire crystal",42mm, , ,10.6mm,,,Sapphire crystal with dual-sided antiglare treatment,"100 m, 330 ft, 10 atm",,Grey with complete opening on the skeleton movement,Grey with complete opening on the skeleton movement,"Aged, brown leather strap","Aged, brown leather strap",Stainless steel folding clasp with double push-security system,"Mechanical self-winding skeleton in-house movement, with visible balance wheel – RW1212","Mechanical self-winding skeleton in-house movement, with visible balance wheel – RW1212",38 hours,,,,"Revered by man and one of the earliest metal alloys created, Bronze defined a significant evolution for mankind and has captivated him ever since.
Combining materials from the past with Swiss precision craftsmanship of today is the latest freelancer skeleton Calibre RW1212 from RAYMOND WEIL.
Housed in a 42mm stainless steel case with solid bronze bezel, each watch has a unique, rich patina and self-indulgent lustre. Ambitiously re-invented with a fully skeletonised dial, this new design provides more transparency and depth to the balance wheel at 6 o’clock illustrating the technical ingenuity to the exclusive, in-house developed movement.
An aged, brown leather strap completes the sophisticated aura and independent bearing of this remarkable watch.",
7783-TIC-05520,https://www.raymond-weil.com/en/product/freelancer-7783-tic-05520/,Gents,Raymond Weil,,Freelancer,"Freelancer Men's Pilot Flyback Chronograph Leather Watch, 42mm","Freelancer Men's Pilot Flyback Chronograph Leather Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/05/RW_freelancer_7783-tic-05520_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel with grey PVD coating,,"Screwed-down, with propeller engraving on sapphire glass back",42 mm, , ,13.8 mm,,,,"100 m, 330 ft, 10 atm",,"Green with textured outer ring, arabic numerals and pilot arrows with Super-Luminova®","Green with textured outer ring, arabic numerals and pilot arrows with Super-Luminova®",Brown genuine calf leather with rivets,Brown genuine calf leather with rivets,Grey PVD RW folding clasp with double push-security system,Mechanical flyback chronograph with automatic winding RW5530,Mechanical flyback chronograph with automatic winding RW5530,56 hours,,,,"The freelancer Pilot Flyback Chronograph Limited Edition “One of 400” celebrates the Brand’s heritage by paying tribute to Mr. Raymond Weil’s passion for aviation. This timepiece also features a new and intricate complication for the Brand, the flyback chronograph. Used by many pilots, the flyback function allows the precise calculation of distances during air navigation.
To enhance its elegant and adventurous look, the 42mm stainless steel case is fully brushed and has a grey PVD coating. The hands and numerals are lined with Super-LumiNova®, aiding readability in restricted light. Functional and playful, its colors and design are an ode to aviation in the 20th century, a time when Mr. Raymond Weil himself enjoyed flying. With the tarmac-like outer ring and propeller-like concentric circles on the counters, the finishings throughout the dial further evoke the world of aviation.
The automatic movement inside the timepiece is the RW5530, a flyback chronograph movement that allows a simultaneous reset and restart of the chronograph with a single pusher and has a 56h power reserve. The yellow hands, at the central position and in the right counter, will display the elapsed time in flight. The freelancer Pilot Flyback Chronograph also features an onion-shaped crown, a design standard on pilot watches. The W-shaped oscillating weight and blued column wheel are visible through the “propeller” engraved sapphire case back.
The brown genuine calf leather strap has four rivets, reminiscent of those found on airplanes, and a double push-security folding clasp.
Launched in 2007, the freelancer collection was created in honor of the free-spirited man who wishes to remain in control of his own destiny, and features an eclectic mix of urbane mechanical watches. The freelancer mixes classic and modest to create a harmonious and unique design. Constantly reinterpreting itself and free from all constraints, the freelancer conserves those elements which constitute its strengths.","Stainless Steel, Grey PVD, Green Dial, Brown Leather Strap With Rivets, Flyback Chronograph"
7730-STC-JHDX1,https://www.raymond-weil.com/en/product/freelancer-7730-stc-jhdx1/,gents,Raymond Weil,,freelancer,"Freelancer Jimi Hendrix™ Limited EditionMen’s Mechanical Chronograph Movement Watch, 42mm","Freelancer Jimi Hendrix™ Limited EditionMen’s Mechanical Chronograph Movement Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2019/10/RW_freelancer_7730-stc-jhdx1_pkt_white_rvb_72dpi-4.png,Switzerland,round,"Stainless steel, with grey PVD coating",,"Screwed-down, with Authentic Hendrix logo on sapphire crystal",42 mm, , ,13.9 mm,,,Sapphire with dual-sided antiglare treatment,10 ATM,,"Grey with indexes shaped as JH’s guitar microphones.Hands: Galvanic coating, barrel-shapedHours/minutes: Nickel plated microball- sandblasted enhanced with white Super-Luminova®Second-hand: Counterweight in the shape of guitar head, but turned backwards, the way Jimi Hendrix used to hold and play hi guitar. The blue colour comes from the outfit, Jimi Hendrix wore at Woodstock.","Grey with indexes shaped as JH’s guitar microphones.Hands: Galvanic coating, barrel-shapedHours/minutes: Nickel plated microball- sandblasted enhanced with white Super-Luminova®Second-hand: Counterweight in the shape of guitar head, but turned backwards, the way Jimi Hendrix used to hold and play hi guitar. The blue colour comes from the outfit, Jimi Hendrix wore at Woodstock.",Genuine calf leather strap,Genuine calf leather strap,RW stainless steel folding clasp with double push-security system,Mechanical chronograph RW5200 movement with automatic winding,Mechanical chronograph RW5200 movement with automatic winding,48 hours,,,,"RAYMOND WEIL pays tribute to legendary guitarist Jimi Hendrix with its newest Limited Edition freelancer chronograph, inspired by the musician’s timeless Woodstock performance.
This year marks the 50th anniversary of the famous festival, one of the most pivotal live music events in history, which saw Hendrix perform his renowned rendition of the Star Spangled Banner.
Crafted in Geneva by RAYMOND WEIL’s in-house watchmakers, the timepiece maintains the freelancer collection’s case design in a matte finish, original chronograph push buttons and classic brown leather strap. The tachymeter ring is detailed with the singer’s famous quote, “Music is my Religion” alongside his name, and the case back is finished with the Authentic Hendrix logo, giving his estate’s seal of approval.",
2790-STC-50051,https://www.raymond-weil.com/en/product/freelancer-mens-2790-stc-50051/,gents,Raymond Weil,,Freelancer,"Freelancer Calibre RW1212 Men’s Automatic Black Leather Strap Watch, 40 x 40 mm","Freelancer Calibre RW1212 Men’s Automatic Black Leather Strap Watch, 40 x 40 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/09/RW_freelancer_2790-stc-50051_rvb_700x860px_72dpi-1.png,Switzerland,Square,Stainless steel,,"Snapped, with sapphire crystal",40 x 40 mm, , ,10.5 mm,,,Sapphire crystal with dual-sided anti-reflective coating,"100 m, 330 ft, 10 atm",,"Gradient blue dial and large opening at 6 o’clock, hands and indexes enhanced with white Super-Luminova®","Gradient blue dial and large opening at 6 o’clock, hands and indexes enhanced with white Super-Luminova®",Genuine calf leather,Genuine calf leather,Stainless steel folding clasp with double push-security system,"Mechanical self-winding in-house movement, with visible balance wheel – RW1212","Mechanical self-winding in-house movement, with visible balance wheel – RW1212",38 hours,,,,"This evolution of the freelancer automatic collection is a new interpretation of the form watch, that elegantly transcends convention. This model has been reimagined for the modern individual, fusing a cushion-shaped design with signature brand details that radiate contemporary sophistication.
Housed in a 40 x 40 mm square case with a blue dial, this freelancer timepiece is equipped with an in-house movement of a 38 hours power reserve, the Calibre RW1212. The edges of the case softly arc, imbuing the initially modern design with a gentle aesthetic. The various facets, lines and curves play with light, accentuating the beauty of the stainless-steel housing.
On the gradient dial, the Swiss-made automatic movement reveals itself through an open worked bridge. The Calibre RW1212 and the W-shaped oscillating weight, as a nod to the RAYMOND WEIL brand, can be admired through the exhibition caseback.
Perfect balance of tradition and modernity, the freelancer automatic collection showcases RAYMOND WEIL’s unwavering dedication to craftsmanship and artistic expression.
With a rich tradition of creative form watches for almost 50 years, RAYMOND WEIL has continuedly pushed the boundaries of design expression with collections such as Don Giovanni or Shine. Because breaking free from rules is in the brand’s DNA, these freelancer additions acknowledge this legacy of innovative design propositions while embracing the needs and desires of today’s discerning wearers.","This evolution of the freelancer automatic collection is a new interpretation of the form watch, that elegantly transcends convention. This model has been reimagined for the modern individual, fusing a cushion-shaped design with signature brand details that radiate contemporary sophistication."
2790-STC-52051,https://www.raymond-weil.com/en/product/freelancer-mens-2790-stc-52051/,gents,Raymond Weil,,Freelancer,"Freelancer Calibre RW1212 Men’s Automatic Green Leather Strap Watch, 40 x 40 mm","Freelancer Calibre RW1212 Men’s Automatic Green Leather Strap Watch, 40 x 40 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/09/RW_freelancer_2790-stc-52051_rvb_700x860px_72dpi.png,Switzerland,Square,Stainless steel,,"Snapped, with sapphire crystal",40 x 40 mm, , ,10.5 mm,,,Sapphire crystal with dual-sided anti-reflective coating,"100 m, 330 ft, 10 atm",,"Gradient green dial and large opening at 6 o’clock, hands and indexes enhanced with white Super-Luminova®","Gradient green dial and large opening at 6 o’clock, hands and indexes enhanced with white Super-Luminova®",Genuine calf leather,Genuine calf leather,Stainless steel folding clasp with double push-security system,"Mechanical self-winding in-house movement, with visible balance wheel – RW1212","Mechanical self-winding in-house movement, with visible balance wheel – RW1212",38 hours,,,,"This evolution of the freelancer automatic collection is a new interpretation of the form watch, that elegantly transcends convention. This model has been reimagined for the modern individual, fusing a cushion-shaped design with signature brand details that radiate contemporary sophistication.
Housed in a 40 x 40 mm square case with a green dial, this freelancer timepiece is equipped with an in-house movement of a 38 hours power reserve, the Calibre RW1212. The edges of the case softly arc, imbuing the initially modern design with a gentle aesthetic. The various facets, lines and curves play with light, accentuating the beauty of the stainless-steel housing.
On the gradient dial, the Swiss-made automatic movement reveals itself through an open worked bridge. The Calibre RW1212 and the W-shaped oscillating weight, as a nod to the RAYMOND WEIL brand, can be admired through the exhibition caseback.
Perfect balance of tradition and modernity, the freelancer automatic collection showcases RAYMOND WEIL’s unwavering dedication to craftsmanship and artistic expression.
With a rich tradition of creative form watches for almost 50 years, RAYMOND WEIL has continuedly pushed the boundaries of design expression with collections such as Don Giovanni or Shine. Because breaking free from rules is in the brand’s DNA, these freelancer additions acknowledge this legacy of innovative design propositions while embracing the needs and desires of today’s discerning wearers.","This evolution of the freelancer automatic collection is a new interpretation of the form watch, that elegantly transcends convention. This model has been reimagined for the modern individual, fusing a cushion-shaped design with signature brand details that radiate contemporary sophistication."
2790-ST-50051,https://www.raymond-weil.com/en/product/freelancer-mens-2790-st-50051/,gents,Raymond Weil,,Freelancer,"Freelancer Calibre RW1212 Men’s Automatic Blue Steel Watch, 40 x 40 mm","Freelancer Calibre RW1212 Men’s Automatic Blue Steel Watch, 40 x 40 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/09/RW_freelancer_2790-st-50051_rvb_700x860px_72dpi.png,Switzerland,Square,Stainless steel,,"Snapped, with sapphire crystal",40 x 40 mm, , ,10.5 mm,,,Sapphire crystal with dual-sided anti-reflective coating,"100 m, 330 ft, 10 atm",,"Gradient blue dial and large opening at 6 o’clock, hands and indexes enhanced with white Super-Luminova®","Gradient blue dial and large opening at 6 o’clock, hands and indexes enhanced with white Super-Luminova®",Stainless steel,Stainless steel,Stainless steel folding clasp with double push-security system,"Mechanical self-winding in-house movement, with visible balance wheel – RW1212","Mechanical self-winding in-house movement, with visible balance wheel – RW1212",38 hours,,,,"This evolution of the freelancer automatic collection is a new interpretation of the form watch, that elegantly transcends convention. This model has been reimagined for the modern individual, fusing a cushion-shaped design with signature brand details that radiate contemporary sophistication.
Housed in a 40 x 40 mm square case with a blue dial, this freelancer timepiece is equipped with an in-house movement of a 38 hours power reserve, the Calibre RW1212. The edges of the case softly arc, imbuing the initially modern design with a gentle aesthetic. The various facets, lines and curves play with light, accentuating the beauty of the stainless-steel housing.
On the gradient dial, the Swiss-made automatic movement reveals itself through an open worked bridge. The Calibre RW1212 and the W-shaped oscillating weight, as a nod to the RAYMOND WEIL brand, can be admired through the exhibition caseback.
Perfect balance of tradition and modernity, the freelancer automatic collection showcases RAYMOND WEIL’s unwavering dedication to craftsmanship and artistic expression.
With a rich tradition of creative form watches for almost 50 years, RAYMOND WEIL has continuedly pushed the boundaries of design expression with collections such as Don Giovanni or Shine. Because breaking free from rules is in the brand’s DNA, these freelancer additions acknowledge this legacy of innovative design propositions while embracing the needs and desires of today’s discerning wearers.","This evolution of the freelancer automatic collection is a new interpretation of the form watch, that elegantly transcends convention. This model has been reimagined for the modern individual, fusing a cushion-shaped design with signature brand details that radiate contemporary sophistication."
2790-ST-52051,https://www.raymond-weil.com/en/product/freelancer-mens-2790-st-52051/,gents,Raymond Weil,,Freelancer,"Freelancer Calibre RW1212 Men’s Automatic Green Steel Watch, 40 x 40 mm","Freelancer Calibre RW1212 Men’s Automatic Green Steel Watch, 40 x 40 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/09/RW_freelancer_2790-st-52051_rvb_700x860px_72dpi.png,Switzerland,Square,Stainless steel,,"Snapped, with sapphire crystal",40 x 40 mm, , ,10.5 mm,,,Sapphire crystal with dual-sided anti-reflective coating,"100 m, 330 ft, 10 atm",,"Gradient green dial and large opening at 6 o’clock, hands and indexes enhanced with white Super-Luminova®","Gradient green dial and large opening at 6 o’clock, hands and indexes enhanced with white Super-Luminova®",Stainless steel,Stainless steel,Stainless steel folding clasp with double push-security system,"Mechanical self-winding in-house movement, with visible balance wheel – RW1212","Mechanical self-winding in-house movement, with visible balance wheel – RW1212",38 hours,,,,"This evolution of the freelancer automatic collection is a new interpretation of the form watch, that elegantly transcends convention. This model has been reimagined for the modern individual, fusing a cushion-shaped design with signature brand details that radiate contemporary sophistication.
Housed in a 40 x 40 mm square case with a green dial, this freelancer timepiece is equipped with an in-house movement of a 38 hours power reserve, the Calibre RW1212. The edges of the case softly arc, imbuing the initially modern design with a gentle aesthetic. The various facets, lines and curves play with light, accentuating the beauty of the stainless-steel housing.
On the gradient dial, the Swiss-made automatic movement reveals itself through an open worked bridge. The Calibre RW1212 and the W-shaped oscillating weight, as a nod to the RAYMOND WEIL brand, can be admired through the exhibition caseback.
Perfect balance of tradition and modernity, the freelancer automatic collection showcases RAYMOND WEIL’s unwavering dedication to craftsmanship and artistic expression.
With a rich tradition of creative form watches for almost 50 years, RAYMOND WEIL has continuedly pushed the boundaries of design expression with collections such as Don Giovanni or Shine. Because breaking free from rules is in the brand’s DNA, these freelancer additions acknowledge this legacy of innovative design propositions while embracing the needs and desires of today’s discerning wearers.","This evolution of the freelancer automatic collection is a new interpretation of the form watch, that elegantly transcends convention. This model has been reimagined for the modern individual, fusing a cushion-shaped design with signature brand details that radiate contemporary sophistication."
2775-SP3-50051,https://www.raymond-weil.com/en/product/freelancer-2775-sp3-50051/,gents,Raymond Weil,,Freelancer,"Freelancer Diver Men's Two-Tone Gradient Blue Dial Bracelet Watch, 42,5 mm","Freelancer Diver Men's Two-Tone Gradient Blue Dial Bracelet Watch, 42,5 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/07/RW_freelancer_2775-sp3-50051_rvb_700x860px_72dpi.png,Switzerland,round,Stainless steel with yellow gold PVD plating and blue ceramic bezel,,Screwed-down with a water landscape illustration,42.5 mm, , ,11.7 mm,,,Sapphire with antiglare treatment on both sides,"300 m, 1000 ft, 30 atm",,"Gradient blue, applied indexes enhanced with white Super-Luminova®","Gradient blue, applied indexes enhanced with white Super-Luminova®",Stainless steel with yellow gold PVD plating,Stainless steel with yellow gold PVD plating,Diving stainless steel folding clasp with double push-security system,Mechanical self-winding movement – RW4200,Mechanical self-winding movement – RW4200,38 hours,,,,"With its unique and special features, the freelancer diver pays tribute to the freedom and independence of RAYMOND WEIL.
At the heart of the freelancer diver watch sits the Calibre RW4200, an automatic movement with a power reserve of 38 hours.
The 42.5mm stainless steel case features a scratch-resistant unidirectional rotating bezel in blue ceramic with light yellow gold graduation and a luminescent indicator. Embossed with the Brand’s signature RW monogram, the yellow gold plated screwed-down crown gives the timepiece a water resistance of 300m.
The blue gradient dial features a drop-shaped aperture at 6 o’clock that reveals the date and yellow gold plated indexes treated with Super-LumiNova®.
Signature of the freelancer collection, a pair of yellow gold plated barrel-shaped hour and minute hands have been added.
Equipped with a screwed-down case-back, the rear of the watch is engraved with a water landscape, representing the freedom felt on the water and the independent spirit and signature of RAYMOND WEIL.
The folding clasp of the two-tone yellow gold plated stainless steel bracelet has a double push-security system and an integrated steel diver extension that allows for easy strap width adjustment.","Stainless Steel Bracelet, Yellow Gold PVD, Gradient Blue Dial, Blue Ceramic Bezel"
2775-S51-20051,https://www.raymond-weil.com/en/product/freelancer-2775-s51-20051/,gents,Raymond Weil,,Freelancer,"Freelancer Diver Men's Two-Tone Gradient Black Dial Bracelet Watch, 42,5 mm","Freelancer Diver Men's Two-Tone Gradient Black Dial Bracelet Watch, 42,5 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/07/RW_freelancer_2775-s51-20051_rvb_700x860px_72dpi.png,Switzerland,round,Stainless steel with rose gold PVD plating and black ceramic bezel,,Screwed-down with a water landscape illustration,42.5 mm, , ,11.7 mm,,,Sapphire with antiglare treatment on both sides,"300 m, 1000 ft, 30 atm",,"Gradient black, applied indexes enhanced with white Super-Luminova®","Gradient black, applied indexes enhanced with white Super-Luminova®",Stainless steel with rose gold PVD plating,Stainless steel with rose gold PVD plating,Diving stainless steel folding clasp with double push-security system,Mechanical self-winding movement – RW4200,Mechanical self-winding movement – RW4200,38 hours,,,,"With its unique and special features, the freelancer diver pays tribute to the freedom and independence of RAYMOND WEIL.
At the heart of the freelancer diver watch sits the Calibre RW4200, an automatic movement with a power reserve of 38 hours.
The 42.5mm stainless steel case features a scratch-resistant unidirectional rotating bezel in black ceramic with light rose gold graduation and a luminescent indicator. Embossed with the Brand’s signature RW monogram, the rose gold plated screwed-down crown gives the timepiece a water resistance of 300m.
The grey gradient dial features a drop-shaped aperture at 6 o’clock that reveals the date and rose gold plated indexes treated with Super-LumiNova®.
Signature of the freelancer collection, a pair of rose gold plated barrel-shaped hour and minute hands have been added.
Equipped with a screwed-down case-back, the rear of the watch is 3D engraved with a bird soaring over the ocean, representing the freedom felt on the water and the independence of RAYMOND WEIL.
The folding clasp of the two-tone rose gold plated stainless steel bracelet has a double push-security system and an integrated steel diver extension that allows for easy strap width adjustment.","Stainless Steel Bracelet, Rose Gold PVD, Gradient Black Dial, Black Ceramic Bezel"
2775-ST1-20051,https://www.raymond-weil.com/en/product/freelancer-2775-st1-20051/,gents,Raymond Weil,,Freelancer,"Freelancer Diver Men's Stainless Steel Gradient Black Dial Bracelet Watch, 42,5 mm","Freelancer Diver Men's Stainless Steel Gradient Black Dial Bracelet Watch, 42,5 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/07/RW_freelancer_2775-st1-20051_rvb_700x860px_72dpi-1.png,Switzerland,round,Stainless steel with black ceramic bezel,,Screwed-down with special engraving,42.5 mm, , ,11.7 mm,,,Sapphire with antiglare treatment on both sides,"300 m, 1000 ft, 30 atm",,"Gradient black, applied indexes enhanced with white Super-Luminova®","Gradient black, applied indexes enhanced with white Super-Luminova®",Stainless Steel,Stainless Steel,Diving stainless steel folding clasp with double push-security and wetsuit extension system,Mechanical self-winding movement – RW4200,Mechanical self-winding movement – RW4200,38 hours,,,,"With its unique and special features, the freelancer diver pays tribute to the freedom and independence of RAYMOND WEIL.
At the heart of the freelancer diver watch sits the Calibre RW4200, an automatic movement with a power reserve of 38 hours.
The 42.5mm stainless steel case features a scratch-resistant unidirectional rotating bezel in black ceramic with white graduation and a luminescent indicator.Embossed with the Brand’s signature RW monogram, the screwed-down crown gives the timepiece a water resistance of 300m.
The black gradient dial features a drop-shaped aperture at 6 o’clock that reveals the date and indexes treated with white Super-LumiNova®.
Signature of the freelancer collection, a pair of barrel-shaped hour and minute hands have been added.
Equipped with a screwed-down case-back, the rear of the watch is engraved with a water landscape, representing the freedom felt on the water and the independent spirit and signature of RAYMOND WEIL.
The folding clasp of the stainless steel bracelet has a double push-security system and an integrated steel diver extension that allows for easy strap width adjustment.","Stainless Steel Bracelet, Gradient Black Dial, Black Ceramic Bezel"
2775-SR1-20051,https://www.raymond-weil.com/en/product/freelancer-2775-sr1-20051/,gents,Raymond Weil,,Freelancer,"Freelancer Diver Black Dial & Rubber Strap, Stainless Steel Watch, 42,5 mm","Freelancer Diver Black Dial & Rubber Strap, Stainless Steel Watch, 42,5 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/07/RW_freelancer_2775-sr1-20051_rvb_700x860px_72dpi.png,Switzerland,round,Stainless steel with black ceramic bezel,,Screwed-down with a water landscape illustration,42.5 mm, , ,11.7 mm,,,Sapphire with antiglare treatment on both sides,"300 m, 1000 ft, 30 atm",,"Gradient black, applied indexes enhanced with white Super-Luminova®","Gradient black, applied indexes enhanced with white Super-Luminova®",Black Genuine rubber,Black Genuine rubber,Stainless steel folding clasp with double push-security system,Mechanical self-winding movement – RW4200,Mechanical self-winding movement – RW4200,38 hours,,,,"With its unique and special features, the freelancer diver pays tribute to the freedom and independence of RAYMOND WEIL.
At the heart of the freelancer diver watch sits the Calibre RW4200, an automatic movement with a power reserve of 38 hours.
The 42.5mm stainless steel case features a scratch-resistant unidirectional rotating bezel in black ceramic with white graduation and a luminescent indicator. Embossed with the Brand’s signature RW monogram, the screwed-down crown gives the timepiece a water resistance of 300m.
The black gradient dial features a drop-shaped aperture at 6 o’clock that reveals the date and indexes treated with Super-LumiNova®.
Signature of the freelancer collection, a pair of barrel-shaped hour and minute hands have been added.
Equipped with a screwed-down case-back, the rear of the watch is engraved with a water landscape, representing the freedom felt on the water and the independent spirit and signature of RAYMOND WEIL.
The folding clasp of the rubber bracelet has a double push-security system.","Black Rubber Strap, Gradient Black Dial, Black Ceramic Bezel"
